anzsco_code,occupation_title,national_shortage_rating,nsw_rating,vic_rating,qld_rating,sa_rating,wa_rating,tas_rating,nt_rating,act_rating,skill_level,major_occupation_group,classification_system,major_group_code,major_group_label
224212,Gallery Or Museum Curator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224213,Health Information Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224214,Records Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224311,Economist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224411,Intelligence Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224412,Policy Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224511,Land Economist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224512,Valuer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224611,Librarian,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224712,Organisation And Methods Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224713,Management Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224714,Supply Chain Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224911,Electorate Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224912,Liaison Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224913,Migration Agent / Immigration Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224914,Patents Examiner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
224999,Information And Organisation Professionals NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225111,Advertising Specialist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225112,Market Research Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225113,Marketing Specialist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225114,Content Creator (Marketing),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225115,Digital Marketing Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225211,ICT Account Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225212,ICT Business Development Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225213,ICT Sales Representative,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225311,Public Relations Professional,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225411,Sales Representative (Industrial Products),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225412,Sales Representative (Medical And Pharmaceutical Products),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
225499,Technical Sales Representatives NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
231111,Aeroplane Pilot,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
231112,Air Traffic Controller,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
231113,Flying Instructor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
231114,Helicopter Pilot,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
231199,Air Transport Professionals NEC,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
231211,Master Fisher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,2,2,ANZSCO_2022,2,Professionals
231212,Ship's Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2,2,ANZSCO_2022,2,Professionals
231213,Ship's Master,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2,2,ANZSCO_2022,2,Professionals
231214,Ship's Officer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2,2,ANZSCO_2022,2,Professionals
231215,Marine Surveyor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,2,ANZSCO_2022,2,Professionals
231299,Marine Transport Professionals NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,2,ANZSCO_2022,2,Professionals
232111,Architect,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232112,Landscape Architect,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232212,Surveyor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
232213,Cartographer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232214,Other Spatial Scientist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
232311,Fashion Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232312,Industrial Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232313,Jewellery Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232411,Graphic Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232412,Illustrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232413,Multimedia Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232414,Web Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
232511,Interior Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,2,ANZSCO_2022,2,Professionals
232611,Urban And Regional Planner,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233111,Chemical Engineer,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
233112,Materials Engineer,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
233211,Civil Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233212,Geotechnical Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233213,Quantity Surveyor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233214,Structural Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233215,Transport Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233311,Electrical Engineer,Shortage,Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
233411,Electronics Engineer,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233511,Industrial Engineer,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233512,Mechanical Engineer,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
233513,Production Or Plant Engineer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
233611,Mining Engineer (Excluding Petroleum),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233612,Petroleum Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
233911,Aeronautical Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233912,Agricultural Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
233913,Biomedical Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,No Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233914,Engineering Technologist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233915,Environmental Engineer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233916,Naval Architect / Marine Designer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
233999,Engineering Professionals NEC,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234111,Agricultural Consultant,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234113,Forester / Forest Scientist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234114,Agricultural Research Scientist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234115,Agronomist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234116,Aquaculture Or Fisheries Scientist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234211,Chemist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234212,Food Technologist,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234213,Wine Maker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234311,Conservation Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234312,Environmental Consultant,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234313,Environmental Research Scientist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234314,Park Ranger,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234399,Environmental Scientists NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234411,Geologist,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234412,Geophysicist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234413,Hydrogeologist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234511,Life Scientist (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234513,Biochemist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234514,Biotechnologist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234515,Botanist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234516,Marine Biologist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234517,Microbiologist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234521,Entomologist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234522,Zoologist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234599,Life Scientists NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234611,Medical Laboratory Scientist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234612,Respiratory Scientist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234711,Veterinarian,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
234911,Conservator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234912,Metallurgist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234913,Meteorologist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234914,Physicist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234915,Exercise Physiologist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
234999,Natural And Physical Science Professionals NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1,2,ANZSCO_2022,2,Professionals
241111,Early Childhood (Pre-Primary School) Teacher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
241213,Primary School Teacher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
241311,Middle School Teacher / Intermediate School Teacher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
241411,Secondary School Teacher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
241511,Special Needs Teacher,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
241512,Teacher Of The Hearing Impaired,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
241513,Teacher Of The Sight Impaired,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
241599,Special Education Teachers NEC,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1,2,ANZSCO_2022,2,Professionals
